Unnamed: 0.1,Name,Phone,Address,Opening Hours,Type,Rating,Has Deliveries,Has Table Reservation,Has Menu,Has Sending A Massage,Facebook Url,Instagram Url,Home Page Url,Positive Reviews Count,Negative Reviews Count,Expert Reviews Count,Number Of Visits In Last Month,Number Of Reviews,Number Of Top 3,Has Discounts And Benefits,Postal Code
19,Rainbow,03-5223040,"Ibn Gvirol 88, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
 closed
Saturday
  17: 00-23: 00",Restaurant,7.2,False,False,False,False,https://www.facebook.com/rainbowpitta,https://www.instagram.com/rainbowburgerstlv/,,35,1,1.0,596,1,8,True,6404613
0,Burton Carrefour,03-6358221,"Ibn Gvirol 52, Tel Aviv-Yafo","Sunday
  10: 00-01: 00
Monday
  10: 00-01: 00
Tuesday
  10: 00-01: 00
Wednesday
  10: 00-01: 00
Thursday
  10: 00-01: 00
Friday
  10: 00-17: 00
Saturday
  10: 00-01: 00",Fast food chain,9.1,False,False,True,True,https://www.facebook.com/1013003742096970,https://www.instagram.com/bretonnetlv/,http://bretonne.co.il,26,3,-1.0,763,3585,4,False,6436411
1,A la ramp,03-5461506,"Hamal 21, Tel Aviv-Yafo","Sunday
  19: 00-03: 00
Monday
  19: 00-03: 00
Tuesday
  19: 00-03: 00
Wednesday
  19: 00-03: 00
Thursday
  19: 00-03: 00
Friday
  19: 00-03: 00
Saturday
  19: 00-03: 00",Restaurant bar,9.2,False,True,False,True,https://www.facebook.com/308638535895689,,,22,-1,-1.0,863,2343,5,False,0
2,Magic Burger,03-6956782,"Ibn Gvirol 64, Tel Aviv-Yafo","Sunday
  11: 00-03: 00
Monday
  11: 00-03: 00
Tuesday
  11: 00-03: 00
Wednesday
  11: 00-03: 00
Thursday
  11: 00-04: 00
Friday
 closed
Saturday
 closed",Hamburgeria,8.9,False,False,True,False,https://www.facebook.com/640757319652421,,http://magic-burger.co.il,40,4,-1.0,1631,664,19,False,6495201
3,Olympus,03-5621658,"Carlebach 7, Tel Aviv-Yafo","Sunday
  12: 00-17: 00
Monday
  12: 00-17: 00
Tuesday
  12: 00-17: 00
Wednesday
  12: 00-17: 00
Thursday
  12: 00-17: 00
Friday
 closed
Saturday
  12: 00-17: 00",Greek restaurant,9.4,False,False,True,True,https://www.facebook.com/350070448376591,,http://www.olympus-rest.co.il,6,1,3.0,337,3,0,False,6713211
4,Samuel,03-6311650,"Rabbi Meir 50, Tel Aviv-Yafo","Sunday
  11: 00-17: 00
Monday
  11: 00-17: 00
Tuesday
  11: 00-17: 00
Wednesday
  11: 00-17: 00
Thursday
  11: 00-17: 00
Friday
  11: 00-16: 00
Saturday
 closed",Grill bar,9.9,False,False,False,False,https://www.facebook.com/1549752711917323,,,11,-1,-1.0,263,1200,3,False,0
5,Gucha,03-5222886,"Dizengoff 171, Tel Aviv-Yafo","Sunday
  12:00 - until last customer
Monday
  12:00 - until last customer
Tuesday
  12:00 - until last customer
Wednesday
  12:00 - until last customer
Thursday
  12:00 - until last customer
Friday
  12:00 - until last customer
Saturday
  12:00 - until last customer",Fish restaurant,8.4,False,True,True,False,https://www.facebook.com/reshetgoocha,,http://goocha.co.il,29,4,-1.0,687,7045,16,False,6346205
6,Leon Pastry,03-6833123,"Olive Zion 17, Tel Aviv-Yafo","Sunday
  06: 00-19: 00
Monday
  06: 00-19: 00
Tuesday
  06: 00-19: 00
Wednesday
  06: 00-19: 00
Thursday
  06: 00-19: 00
Friday
  06: 00-16: 00
Saturday
 closed",Boraxia,8.0,False,False,True,False,https://www.facebook.com/439840876062849,https://www.instagram.com/Leon__bakery/,http://leon-b.co.il,10,-1,-1.0,281,704,0,True,6802548
7,The Knesset from Beit Alfi,054-7112838,"Frishman 22, Tel Aviv-Yafo","Sunday
 closed
Monday
  18: 00-01: 00
Tuesday
  18: 00-01: 00
Wednesday
  18: 00-01: 00
Thursday
  13: 00-15: 00
 18: 00-01: 30
Friday
  13: 00-01: 30
Saturday
  13: 00-01: 45",Hamburgeria,10.0,False,False,False,True,https://www.facebook.com/110676577190628,,,38,2,3.0,736,3,17,False,6356107
8,Sabih Tchernichovsky,050-5306654,"Tchernichovsky 2, Tel Aviv-Yafo","Sunday
  10: 00-22: 00
Monday
  10: 00-22: 00
Tuesday
  10: 00-22: 00
Wednesday
  10: 00-22: 00
Thursday
  10: 00-22: 00
Friday
  09: 00-16: 00
Saturday
 closed",Sabih,6.5,False,False,True,True,https://www.facebook.com/189241887791511,,http://sabichtshernechovski.co.il,14,-1,-1.0,221,1689,8,False,6329113
9,Meat and wine bistro lounge,03-5660013,"Heichal Hatalmud 4, Tel Aviv-Yafo","Sunday
  18: 30-23: 30
Monday
  18: 30-23: 30
Tuesday
  18: 30-23: 30
Wednesday
  18: 30-23: 30
Thursday
  18: 30-23: 30
Friday
  18: 30-23: 30
Saturday
  13: 00-23: 30",A steakhouse,8.7,False,True,True,True,https://www.facebook.com/htraklin,,http://hatraklin.co.il,36,10,1.0,1224,1,12,False,6513628
10,Café Michelangelo,058-3963077,"Ben Teradion 2, Tel Aviv-Yafo","Sunday
  08: 00-18: 00
Monday
  08: 00-18: 00
Tuesday
  08: 00-18: 00
Wednesday
  08: 00-18: 00
Thursday
  08: 00-18: 00
Friday
  10: 00-15: 00
Saturday
  10: 00-16: 00",coffee shop,9.4,False,False,True,True,https://www.facebook.com/1894094597483100,https://www.instagram.com/michelangelo_caffe/,http://michelangeloyafa.com,23,1,-1.0,745,1210,3,True,68022
11,Tulip,03-5668444,"Yehuda Halevi 52, Tel Aviv-Yafo","Sunday
  11: 00-18: 00
Monday
  11: 00-18: 00
Tuesday
  11: 00-18: 00
Wednesday
  11: 00-18: 00
Thursday
  11: 00-23: 00
Friday
  11: 00-23: 00
Saturday
  11: 00-23: 00",Restaurant,9.0,False,False,True,True,https://www.facebook.com/1924210031146593,,http://tulip.rest.co.il,15,3,-1.0,640,1901,5,False,6579603
12,The brothers,03-6917171,"Ibn Gvirol 26, Tel Aviv-Yafo","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-24: 00
Saturday
  12: 00-24: 00",Restaurant,8.9,False,True,True,False,https://www.facebook.com/haachim,,http://haachim.co.il,37,13,6.0,3256,6,8,False,6473506
13,The Carica Market Burika,054-5332337,"Carmel 42, Tel Aviv-Yafo","Sunday
  10: 00-18: 00
Monday
  10: 00-18: 00
Tuesday
  10: 00-18: 00
Wednesday
  10: 00-18: 00
Thursday
  10: 00-18: 00
Friday
  10: 00-18: 00
Saturday
 closed",Fast food restaurant,9.7,False,False,False,True,https://www.facebook.com/196042650597286,,,12,-1,-1.0,167,422,0,False,6560471
14,Hanan Margilan,03-6873984,"Mesilat Yasharim 15, Tel Aviv-Yafo","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
 closed
Saturday
 closed",Restaurant,9.6,False,False,False,False,https://www.facebook.com/618251328258167,,,18,2,4.0,859,4,5,False,6603519
15,Chapoburger,050-3435383,"Uziel 55, Ramat Gan","Sunday
  11: 00-03: 00
Monday
  11: 00-03: 00
Tuesday
  11: 00-03: 00
Wednesday
  11: 00-03: 00
Thursday
  11: 00-04: 00
Friday
  11: 00-04: 00
Saturday
  11: 00-04: 00",Hamburgeria,6.7,False,False,True,True,,https://www.instagram.com/chapoburger/,,5,-1,2.0,2321,2,4,False,5234402
16,Showcase,03-6960304,"Lilienblum 40, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-24: 00
Friday
 closed
Saturday
 closed",Hamburgeria,9.1,False,False,False,False,https://www.facebook.com/157724628113438,https://www.instagram.com/vitrinush/,,30,8,2.0,1846,2,13,False,6513319
17,Basel Congress,03-5449183,"Ibn Gvirol 141, Tel Aviv-Yafo","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
  11: 00-18: 45
Saturday
 closed",Oriental restaurant,9.3,False,False,True,True,https://www.facebook.com/189531287741981,,http://congressbasel.com,18,1,-1.0,464,2235,7,False,6203710
18,Turk to Hamjon,03-5661661,"Nahalat Binyamin 77, Tel Aviv-Yafo","Sunday
  10: 00-22: 00
Monday
  10: 00-22: 00
Tuesday
  10: 00-22: 00
Wednesday
  10: 00-22: 00
Thursday
  10: 00-22: 00
Friday
  10: 00-16: 00
Saturday
 closed",Shawarma,6.8,False,False,False,True,https://www.facebook.com/179278448782615,https://www.instagram.com/Turk_lahmajun/,,48,4,-1.0,2547,4853,21,False,6515418
19,Dr. Saadia,03-5284841,"King George 45, Tel Aviv-Yafo","Sunday
  10: 00-20: 00
Monday
  10: 00-20: 00
Tuesday
  10: 00-20: 00
Wednesday
  10: 00-20: 00
Thursday
  10: 00-20: 00
Friday
  10: 00-16: 00
Saturday
 closed",Falafel,8.0,False,False,True,False,https://www.facebook.com/252378978191433,,,13,-1,-1.0,177,509,7,False,6329915
0,Cafe Hara'a,03-6006969,"See 12, Ramat Gan","Sunday
  08: 00-21: 00
Monday
  08: 00-21: 00
Tuesday
  08: 00-21: 00
Wednesday
  08: 00-21: 00
Thursday
  08: 00-21: 00
Friday
  07: 30-15: 00
Saturday
 closed",coffee shop,7.6,False,False,True,True,https://www.facebook.com/coffeharoee,,http://caffearoe.rest.co.il,15,5,-1.0,702,738,4,False,5243212
1,Nini Hachi,03-6249228,"Ben Yehuda 228, Tel Aviv-Yafo","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-16: 00
Saturday
  18: 00-24: 00",Asian restaurant,9.4,False,True,True,True,https://www.facebook.com/752360524774925,,http://ninihachi.com,58,11,1.0,1166,1,10,False,6347323
2,Bucke Boca,03-5541262,"Ahad Ha'am 91, Tel Aviv-Yafo","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
  10: 00-16: 00
Saturday
  18: 00-24: 00",coffee shop,8.2,False,False,False,True,https://www.facebook.com/1948451662060914,,http://bucke-cafe.com,16,4,-1.0,1299,2274,3,False,6425303
3,American cuisine Bodega,058-7512000,"Carlebach 14, Tel Aviv-Yafo","Sunday
  11: 30-23: 30
Monday
  11: 30-23: 30
Tuesday
  11: 30-23: 30
Wednesday
  11: 30-23: 30
Thursday
  11: 30-23: 30
Friday
 closed
Saturday
 closed",Hamburgeria,10.0,False,False,True,True,https://www.facebook.com/509626426241140,https://www.instagram.com/Getbodega/,http://www.tabitorder.com/?sitename=bodega#/start,35,4,3.0,1444,3,19,False,6473002
4,Amora Mio,03-5244040,"Ibn Gvirol 100, Tel Aviv-Yafo","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-24: 00
Saturday
  12: 00-24: 00",Italian restaurant,7.3,False,False,True,True,https://www.facebook.com/amore-mio-%D7%90%D7%9E%D7%95%D7%A8%D7%94-%D7%9E%D7%99%D7%95-101140145023563,,http://www.rest.co.il/sites/default.asp?txtrestid=2689,90,9,2.0,2290,2,35,False,6404625
5,La Guthrie,03-5250350,"King George 97, Tel Aviv-Yafo","Sunday
 closed
Monday
  07: 00-00: 30
Tuesday
  07: 00-00: 30
Wednesday
  07: 00-00: 30
Thursday
  07: 00-00: 30
Friday
  07: 00-16: 00
Saturday
  10: 00-00: 30",coffee shop,6.5,False,False,False,True,https://www.facebook.com/1840363679564268,https://www.instagram.com/Lagaterietlv/,,8,-1,-1.0,891,748,3,False,6433830
6,Kaimak Coffee,03-5185228,"Lewinsky 49, Tel Aviv-Yafo","Sunday
  10: 00-23: 00
Monday
  10: 00-23: 00
Tuesday
  10: 00-23: 00
Wednesday
  10: 00-23: 00
Thursday
  10: 00-23: 00
Friday
  09: 00-17: 00
Saturday
 closed",coffee shop,8.6,False,False,False,False,https://www.facebook.com/148883548460408,,http://cafekaymak.com,11,-1,1.0,568,1,0,True,6652609
7,Goga,054-5942700,"Zeitlin 1, Tel Aviv-Yafo","Sunday
  07: 00-23: 00
Monday
  07: 00-23: 00
Tuesday
  07: 00-23: 00
Wednesday
  07: 00-23: 00
Thursday
  07: 00-24: 00
Friday
  07: 00-16: 00
Saturday
 closed",coffee shop,6.6,False,True,False,True,https://www.facebook.com/guga.coffee.wine,,,-1,-1,-1.0,595,863,0,False,6495601
8,Angus meats,03-7715733,"The Four 20, Tel Aviv-Yafo","Sunday
  13: 00-17: 00
Monday
  13: 00-17: 00
Tuesday
  13: 00-17: 00
Wednesday
  13: 00-17: 00
Thursday
  12: 00-22: 30
Friday
  14: 00-22: 00
Saturday
  14: 00-22: 00",Meat restaurant chain,9.1,False,True,True,True,https://www.facebook.com/angustlv,,http://angus.co.il,50,4,1.0,1506,1,17,False,6473968
9,the little Prince,03-5253632,"King George 18, Tel Aviv-Yafo","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
  10: 00-17: 00
Saturday
  20: 00-24: 00",coffee shop,7.1,False,False,False,True,https://www.facebook.com/409925435757429,,,13,1,-1.0,1068,1795,3,False,6326619
10,The golden grain,03-6777456,"Lewinsky 30, Tel Aviv-Yafo","Sunday
  10: 00-18: 00
Monday
  10: 00-18: 00
Tuesday
  10: 00-18: 00
Wednesday
  10: 00-18: 00
Thursday
  10: 00-18: 00
Friday
  10: 00-15: 00
Saturday
 closed",Hummus,9.1,False,False,True,True,https://www.facebook.com/509968492410085,,http://www.gargerhazahav.com,34,3,-1.0,509,2240,20,False,6610903
11,The Wizard,03-5252033,"King Solomon 1, Tel Aviv-Yafo","Sunday
  09: 30-24: 00
Monday
  09: 30-24: 00
Tuesday
  09: 30-24: 00
Wednesday
  09: 30-24: 00
Thursday
  09: 30-24: 00
Friday
  09: 00-16: 30
Saturday
 closed",Falafel,8.4,False,False,True,False,https://www.facebook.com/120889484655916,,http://falafelhakosem.com,43,6,2.0,836,2,4,False,6437701
12,Nature Boys,03-9581080,"Levontin 30, Tel Aviv-Yafo","Sunday
  11: 15-22: 00
Monday
  11: 15-22: 00
Tuesday
  11: 15-22: 00
Wednesday
  11: 15-22: 00
Thursday
  11: 15-22: 00
Friday
  11: 00-15: 00
Saturday
 closed",Restaurant,7.5,False,False,True,True,,https://www.instagram.com/nature.boys.planet/,,16,3,-1.0,316,2548,8,True,6511609
13,Sabih Frishman,054-7955945,"Frishman 44, Tel Aviv-Yafo","Sunday
  08: 00-22: 00
Monday
  08: 00-22: 00
Tuesday
  08: 00-22: 00
Wednesday
  08: 00-22: 00
Thursday
  08: 00-21: 00
Friday
  08: 00-17: 00
Saturday
 closed",Sabih,9.9,False,False,False,True,https://www.facebook.com/153584928034455,,,18,2,-1.0,469,2076,6,False,6439507
14,Falafel Gabay,03-6297060,"Bograshov 25, Tel Aviv-Yafo","Sunday
  10: 30-22: 00
Monday
  10: 30-22: 00
Tuesday
  10: 30-22: 00
Wednesday
  10: 30-22: 00
Thursday
  10: 30-22: 00
Friday
  10: 30-18: 45
Saturday
 closed",Falafel Network,7.4,False,False,True,True,https://www.facebook.com/114023145924066,https://www.instagram.com/falafel.gabay/,http://www.falafelgabay.co.il,26,3,-1.0,562,2697,9,False,6334216
15,Market,03-5525808,"Dizengoff 140, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-21: 00
Wednesday
  12: 00-21: 00
Thursday
  12: 00-21: 00
Friday
  12: 00-15: 30
Saturday
 closed",Vegan restaurant,6.9,False,False,True,False,https://www.facebook.com/740014096105429,,http://linktr.ee,8,2,-1.0,256,2020,0,True,6346115
0,Vegan market,03-5525808,"Dizengoff 140, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-21: 00
Wednesday
  12: 00-21: 00
Thursday
  12: 00-21: 00
Friday
  12: 00-15: 30
Saturday
 closed",Vegan restaurant,7.4,False,False,True,False,https://www.facebook.com/740014096105429,,http://linktr.ee,8,2,-1.0,268,2020,0,True,6346115
1,West Side,03-7405054,"Herbert Samuel 28 Wharf, Tel Aviv-Yafo","Sunday
  19: 00-23: 00
Monday
  19: 00-23: 00
Tuesday
  19: 00-23: 00
Wednesday
  19: 00-23: 00
Thursday
  19: 00-23: 00
Friday
 closed
Saturday
 closed",Restaurant,7.0,True,True,True,True,https://www.facebook.com/westsideTelaviv,,http://westside.rest.co.il,13,7,1.0,1721,1,3,False,6801814
2,Shchupek,03-5441973,"Ben Yehuda 256, Tel Aviv-Yafo","Sunday
 closed
Monday
  12: 00-22: 30
Tuesday
  12: 00-22: 30
Wednesday
  12: 00-22: 30
Thursday
  12: 00-23: 00
Friday
  12: 00-23: 00
Saturday
  12: 00-22: 00",Fish restaurant,7.5,True,True,True,True,https://www.facebook.com/shtsupak,https://www.instagram.com/shtsupak/,http://shtsupak.co.il,41,2,1.0,940,1,17,False,6350112
3,Sabih Hasharon,050-9555250,"Nahalat Binyamin 61, Tel Aviv-Yafo","Sunday
  09: 15-20: 45
Monday
  09: 15-20: 45
Tuesday
  09: 15-20: 45
Wednesday
  09: 15-20: 45
Thursday
  09: 15-20: 45
Friday
 closed
Saturday
 closed",Sabih network,6.8,False,False,True,True,https://www.facebook.com/620081134846424,https://www.instagram.com/Sabihasharontelaviv/,,19,1,-1.0,173,458,5,False,6515407
4,Barzilai farm,03-5166329,"Ahad Ha'am 6, Tel Aviv-Yafo","Sunday
  09: 00-23: 00
Monday
  09: 00-23: 00
Tuesday
  09: 00-23: 00
Wednesday
  09: 00-23: 00
Thursday
  09: 00-23: 00
Friday
  09: 00-23: 00
Saturday
  09: 00-23: 00",Vegan restaurant,9.4,False,False,False,True,https://www.facebook.com/124263737639504,,http://meshekbarzilay.co.il,36,4,2.0,730,2,9,True,6514206
5,Al and Sino,03-5460679,"Ibn Gvirol 192, Tel Aviv-Yafo","Sunday
  18: 00-02: 00
Monday
  18: 00-02: 00
Tuesday
  18: 00-02: 00
Wednesday
  18: 00-02: 00
Thursday
  18: 00-02: 00
Friday
  12: 00-02: 00
Saturday
  18: 00-02: 00",Restaurant bar,8.2,True,True,True,True,https://www.facebook.com/elvecino.winebar,,http://elvecino.co.il,10,1,-1.0,821,1990,0,False,6203268
6,Showcase,03-6960304,"Lilienblum 40, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-24: 00
Friday
 closed
Saturday
 closed",Hamburgeria,7.2,False,False,False,False,https://www.facebook.com/157724628113438,https://www.instagram.com/vitrinush/,,30,8,2.0,1827,2,13,False,6513319
7,Basel Congress,03-5449183,"Ibn Gvirol 141, Tel Aviv-Yafo","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
  11: 00-18: 45
Saturday
 closed",Oriental restaurant,9.5,False,False,True,True,https://www.facebook.com/189531287741981,,http://congressbasel.com,19,1,-1.0,459,2235,7,False,6203710
8,Turk to Hamjon,03-5661661,"Nahalat Binyamin 77, Tel Aviv-Yafo","Sunday
  10: 00-22: 00
Monday
  10: 00-22: 00
Tuesday
  10: 00-22: 00
Wednesday
  10: 00-22: 00
Thursday
  10: 00-22: 00
Friday
  10: 00-16: 00
Saturday
 closed",Shawarma,8.4,False,False,False,True,https://www.facebook.com/179278448782615,https://www.instagram.com/Turk_lahmajun/,,48,4,-1.0,2564,4853,21,False,6515418
9,Dr. Saadia,03-5284841,"King George 45, Tel Aviv-Yafo","Sunday
  10: 00-20: 00
Monday
  10: 00-20: 00
Tuesday
  10: 00-20: 00
Wednesday
  10: 00-20: 00
Thursday
  10: 00-20: 00
Friday
  10: 00-16: 00
Saturday
 closed",Falafel,8.8,True,False,True,False,https://www.facebook.com/252378978191433,,,13,-1,-1.0,186,509,7,False,6329915
10,Cafe Hara'a,03-6006969,"See 12, Ramat Gan","Sunday
  08: 00-21: 00
Monday
  08: 00-21: 00
Tuesday
  08: 00-21: 00
Wednesday
  08: 00-21: 00
Thursday
  08: 00-21: 00
Friday
  07: 30-15: 00
Saturday
 closed",coffee shop,8.5,False,False,True,True,https://www.facebook.com/288326827951828,,http://caffearoe.rest.co.il,15,5,-1.0,718,739,5,False,5243212
11,Nini Hachi,03-6249228,"Ben Yehuda 228, Tel Aviv-Yafo","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-16: 00
Saturday
  18: 00-24: 00",Asian restaurant,7.8,True,True,True,True,https://www.facebook.com/752360524774925,,http://ninihachi.com,59,11,1.0,1155,1,11,False,6347323
12,Bucke Boca,03-5541262,"Ahad Ha'am 91, Tel Aviv-Yafo","Sunday
  07: 00-22: 30
Monday
  07: 00-22: 30
Tuesday
  07: 00-22: 30
Wednesday
  07: 00-22: 30
Thursday
  07: 00-22: 30
Friday
  07: 00-16: 00
Saturday
 closed",coffee shop,7.2,True,False,False,True,https://www.facebook.com/1948451662060914,,http://bucke-cafe.com,16,4,-1.0,1291,2274,3,False,6425303
13,American cuisine Bodega,058-7512000,"Carlebach 14, Tel Aviv-Yafo","Sunday
  11: 30-23: 30
Monday
  11: 30-23: 30
Tuesday
  11: 30-23: 30
Wednesday
  11: 30-23: 30
Thursday
  11: 30-23: 30
Friday
 closed
Saturday
 closed",Hamburgeria,8.6,True,False,True,True,https://www.facebook.com/509626426241140,https://www.instagram.com/Getbodega/,http://www.tabitorder.com/?sitename=bodega#/start,35,4,3.0,1453,3,19,False,6473002
14,Amora Mio,03-5244040,"Ibn Gvirol 100, Tel Aviv-Yafo","Sunday
  12: 00-24: 00
Monday
  12: 00-24: 00
Tuesday
  12: 00-24: 00
Wednesday
  12: 00-24: 00
Thursday
  12: 00-24: 00
Friday
  12: 00-24: 00
Saturday
  12: 00-24: 00",Italian restaurant,8.7,True,False,True,True,https://www.facebook.com/amore-mio-%D7%90%D7%9E%D7%95%D7%A8%D7%94-%D7%9E%D7%99%D7%95-101140145023563,,http://www.rest.co.il/sites/default.asp?txtrestid=2689,90,9,2.0,2206,2,35,False,6404625
15,La Guthrie,03-5250350,"King George 97, Tel Aviv-Yafo","Sunday
 closed
Monday
  07: 00-00: 30
Tuesday
  07: 00-00: 30
Wednesday
  07: 00-00: 30
Thursday
  07: 00-00: 30
Friday
  07: 00-16: 00
Saturday
  10: 00-00: 30",coffee shop,9.5,False,False,False,True,https://www.facebook.com/1840363679564268,https://www.instagram.com/Lagaterietlv/,,8,-1,-1.0,856,748,3,False,6433830
16,Kaimak Coffee,03-5185228,"Lewinsky 49, Tel Aviv-Yafo","Sunday
  10: 00-23: 00
Monday
  10: 00-23: 00
Tuesday
  10: 00-23: 00
Wednesday
  10: 00-23: 00
Thursday
  10: 00-23: 00
Friday
  09: 00-17: 00
Saturday
 closed",coffee shop,9.7,False,False,False,False,https://www.facebook.com/148883548460408,,http://cafekaymak.com,11,-1,1.0,561,1,0,True,6652609
17,Goga,054-5942700,"Zeitlin 1, Tel Aviv-Yafo","Sunday
  07: 00-23: 00
Monday
  07: 00-23: 00
Tuesday
  07: 00-23: 00
Wednesday
  07: 00-23: 00
Thursday
  07: 00-24: 00
Friday
  07: 00-16: 00
Saturday
 closed",coffee shop,8.2,True,True,False,True,https://www.facebook.com/guga.coffee.wine,,,-1,-1,-1.0,585,863,0,False,6495601
18,Angus meats,03-7715733,"The Four 20, Tel Aviv-Yafo","Sunday
  13: 00-17: 00
Monday
  13: 00-17: 00
Tuesday
  13: 00-17: 00
Wednesday
  13: 00-17: 00
Thursday
  12: 00-22: 30
Friday
  14: 00-22: 00
Saturday
  14: 00-22: 00",Meat restaurant chain,8.6,False,True,True,True,https://www.facebook.com/angustlv,,http://angus.co.il,51,4,1.0,1470,1,17,False,6473968
19,the little Prince,03-5253632,"King George 18, Tel Aviv-Yafo","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
  10: 00-17: 00
Saturday
  20: 00-24: 00",coffee shop,7.5,False,False,False,True,https://www.facebook.com/409925435757429,,,13,1,-1.0,1058,1795,3,False,6326619
20,The golden grain,03-6777456,"Lewinsky 30, Tel Aviv-Yafo","Sunday
  10: 00-18: 00
Monday
  10: 00-18: 00
Tuesday
  10: 00-18: 00
Wednesday
  10: 00-18: 00
Thursday
  10: 00-18: 00
Friday
  10: 00-15: 00
Saturday
 closed",Hummus,9.8,False,False,True,True,https://www.facebook.com/509968492410085,,http://www.gargerhazahav.com,35,3,-1.0,522,2240,20,False,6610903
21,The Wizard,03-5252033,"King Solomon 1, Tel Aviv-Yafo","Sunday
  09: 30-24: 00
Monday
  09: 30-24: 00
Tuesday
  09: 30-24: 00
Wednesday
  09: 30-24: 00
Thursday
  09: 30-24: 00
Friday
  09: 00-16: 30
Saturday
 closed",Falafel,7.7,True,False,True,False,https://www.facebook.com/120889484655916,,http://falafelhakosem.com,43,6,2.0,866,2,4,False,6437701
22,Nature Boys,03-9581080,"Levontin 30, Tel Aviv-Yafo","Sunday
  11: 15-22: 00
Monday
  11: 15-22: 00
Tuesday
  11: 15-22: 00
Wednesday
  11: 15-22: 00
Thursday
  11: 15-22: 00
Friday
  11: 00-15: 00
Saturday
 closed",Restaurant,7.6,True,False,True,True,,https://www.instagram.com/nature.boys.planet/,,16,3,-1.0,323,2548,8,True,6511609
23,Sabih Frishman,054-7955945,"Frishman 44, Tel Aviv-Yafo","Sunday
  08: 00-22: 00
Monday
  08: 00-22: 00
Tuesday
  08: 00-22: 00
Wednesday
  08: 00-22: 00
Thursday
  08: 00-21: 00
Friday
  08: 00-17: 00
Saturday
 closed",Sabih,9.1,False,False,False,True,https://www.facebook.com/153584928034455,,,18,2,-1.0,493,2076,6,False,6439507
24,Falafel Gabay,03-6297060,"Bograshov 25, Tel Aviv-Yafo","Sunday
  10: 30-22: 00
Monday
  10: 30-22: 00
Tuesday
  10: 30-22: 00
Wednesday
  10: 30-22: 00
Thursday
  10: 30-22: 00
Friday
  10: 30-18: 45
Saturday
 closed",Falafel Network,7.4,True,False,True,True,https://www.facebook.com/114023145924066,https://www.instagram.com/falafel.gabay/,http://www.falafelgabay.co.il,26,3,-1.0,598,2698,9,False,6334216
25,Vegan market,03-5525808,"Dizengoff 140, Tel Aviv-Yafo","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-21: 00
Wednesday
  12: 00-21: 00
Thursday
  12: 00-21: 00
Friday
  12: 00-15: 30
Saturday
 closed",Vegan restaurant,8.7,True,False,True,False,https://www.facebook.com/740014096105429,,http://linktr.ee,8,2,-1.0,268,2020,0,True,6346115
